V024,district_code,stunting_prev,underweight_prev,wasting_prev,mean_haz,mean_waz,mean_whz,n_children,is_aspirational
9,137,0.3843,0.3235,0.1861,-1.5895384615384613,-1.6213282732447816,-0.7274485596707819,575,0
9,138,0.2919,0.2153,0.0828,-1.3971291866028708,-1.271145584725537,-0.6295192307692308,483,0
9,139,0.2132,0.2196,0.0832,-1.2113110539845757,-1.31264631043257,-0.6696765498652291,469,0
9,141,0.2007,0.1809,0.0954,-1.1721097046413502,-1.223360655737705,-0.8471966527196653,304,0
9,142,0.3061,0.2245,0.1163,-1.511219512195122,-1.3869323671497582,-0.6470123456790124,490,0
9,143,0.3053,0.2257,0.0907,-1.5097157622739017,-1.3723969072164948,-0.7279166666666667,452,0
9,144,0.3508,0.2209,0.1085,-1.5269213973799127,-1.213146551724138,-0.4210917030567686,516,0
9,145,0.2673,0.1869,0.0991,-1.1093231441048035,-1.1546304347826086,-0.5937330316742082,535,0
9,146,0.344,0.242,0.1361,-1.4852966101694913,-1.2935849056603772,-0.572510729613734,529,0
9,147,0.4,0.2233,0.0816,-1.6744570135746606,-1.3145190156599553,-0.3882284382284383,515,0
9,148,0.3841,0.2988,0.124,-1.7858215962441315,-1.5613824884792626,-0.693909952606635,492,0
9,150,0.3514,0.2687,0.1137,-1.7316442953020132,-1.549933774834437,-0.7702040816326531,387,0
9,151,0.342,0.3506,0.1753,-1.540927152317881,-1.6838834951456312,-0.9678451178451178,348,0
9,152,0.4028,0.3126,0.1462,-1.659321739130435,-1.5106206896551724,-0.6420350877192982,643,0
9,153,0.4069,0.3186,0.1344,-1.8751569506726455,-1.6065418502202644,-0.7760898876404495,521,0
9,154,0.3902,0.3103,0.1506,-1.7768222222222223,-1.6313100436681223,-0.8403083700440529,551,0
9,155,0.3755,0.2906,0.1906,-1.5828378378378378,-1.5367316017316017,-0.7702914798206278,530,0
9,156,0.336,0.252,0.103,-1.3505714285714285,-1.1142153846153846,-0.36752380952380953,369,0
9,157,0.2778,0.2183,0.0992,-1.3490047393364928,-1.3066509433962263,-0.7151428571428572,252,0
9,159,0.4235,0.2799,0.125,-1.7796887966804977,-1.494765784114053,-0.6100208768267223,536,0
